zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2014
38029,PO BOX,0,Ellendale,,,TN,Shelby County,America/Chicago,901,NA,US,35.24,-89.82,445
38030,STANDARD,0,Finley,,,TN,Dyer County,America/Chicago,731,NA,US,35.98,-89.58,770
38034,STANDARD,0,Friendship,,,TN,Crockett County,,731,NA,US,35.91,-89.24,2400
38036,PO BOX,0,Gallaway,,,TN,Fayette County,America/Chicago,901,NA,US,35.32,-89.63,407
38037,STANDARD,0,Gates,,,TN,Lauderdale County,,,NA,US,35.83,-89.4,1430
38039,STANDARD,0,Grand Junction,Grand Jct,,TN,Hardeman County,America/Chicago,"731,901",NA,US,35.04,-89.18,1780
38040,STANDARD,0,Halls,,,TN,Lauderdale County,,731,NA,US,35.88,-89.4,4290
38041,STANDARD,0,Henning,Fort Pillow,,TN,Lauderdale County,America/Chicago,731,NA,US,35.67,-89.57,1990
38042,STANDARD,0,Hickory Valley,Hickory Vly,,TN,Hardeman County,America/Chicago,901,NA,US,35.15,-89.12,660
38044,STANDARD,0,Hornsby,,,TN,Hardeman County,America/Chicago,731,NA,US,35.22,-88.83,720
38045,PO BOX,0,Laconia,,,TN,Fayette County,America/Chicago,901,NA,US,35.31,-89.23,28
38046,PO BOX,0,La Grange,,,TN,Fayette County,America/Chicago,901,NA,US,35.07,-89.25,205
38047,STANDARD,0,Lenox,,,TN,Dyer County,America/Chicago,731,NA,US,36.09,-89.5,119
38048,PO BOX,0,Macon,,,TN,Fayette County,America/Chicago,901,NA,US,35.17,-89.54,107
38049,STANDARD,0,Mason,,,TN,Tipton County,,901,NA,US,35.41,-89.53,3660
38050,PO BOX,0,Maury City,,,TN,Crockett County,America/Chicago,731,NA,US,35.83,-89.23,785
38052,STANDARD,0,Middleton,,,TN,Hardeman County,America/Chicago,731,NA,US,35.06,-88.89,3250
38053,STANDARD,0,Millington,,"Barretville, Cloverdale, Cuba, Dixonville, East Acres, Kerrville, Locke, Lucy, Quito, Rosemark, Wilkinsville, Woodstock",TN,Shelby County,America/Chicago,901,NA,US,35.33,-89.88,24750
38054,PO BOX,0,Millington,,Naval Hospital,TN,Shelby County,America/Chicago,901,NA,US,35.34,-89.87,200
38055,UNIQUE,0,Millington,,Naval Personel Commnd,TN,Shelby County,America/Chicago,901,NA,US,35.33,-89.88,0
38057,STANDARD,0,Moscow,Williston,,TN,Fayette County,America/Chicago,901,NA,US,35.06,-89.39,3380
38058,STANDARD,0,Munford,,,TN,Tipton County,America/Chicago,901,NA,US,35.44,-89.8,9930
38059,STANDARD,0,Newbern,,,TN,Dyer County,America/Chicago,731,NA,US,36.11,-89.26,6930
38060,STANDARD,0,Oakland,Somerville,,TN,Fayette County,America/Chicago,901,NA,US,35.22,-89.51,9750
38061,STANDARD,0,Pocahontas,,Essary Springs,TN,Hardeman County,,731,NA,US,35.05,-88.81,750
38063,STANDARD,0,Ripley,,,TN,Lauderdale County,,731,NA,US,35.74,-89.53,13330
38066,STANDARD,0,Rossville,Williston,,TN,Fayette County,America/Chicago,901,NA,US,35.04,-89.54,2720
38067,STANDARD,0,Saulsbury,,,TN,Hardeman County,America/Chicago,"731,901",NA,US,35.04,-89.08,990
38068,STANDARD,0,Somerville,Mason,,TN,Fayette County,America/Chicago,901,NA,US,35.23,-89.35,9120
38069,STANDARD,0,Stanton,,,TN,Haywood County,,731,NA,US,35.46,-89.4,2110
38070,PO BOX,0,Tigrett,,,TN,Dyer County,America/Chicago,731,NA,US,35.94,-89.24,167
38071,PO BOX,0,Tipton,,,TN,Tipton County,America/Chicago,901,NA,US,35.46,-89.97,171
38075,STANDARD,0,Whiteville,Somerville,,TN,Hardeman County,,"731,901",NA,US,35.32,-89.14,3140
38076,STANDARD,0,Williston,"Moscow, Oakland, Rossville",,TN,Fayette County,America/Chicago,901,NA,US,35.14,-89.44,740
38077,PO BOX,0,Wynnburg,,,TN,Lake County,,731,NA,US,36.33,-89.47,95
38079,STANDARD,0,Tiptonville,,,TN,Lake County,,731,NA,US,36.37,-89.47,2450
38080,STANDARD,0,Ridgely,Miston,,TN,Lake County,,731,NA,US,36.26,-89.48,1970
38083,PO BOX,0,Millington,,Millingtn,TN,Shelby County,America/Chicago,901,NA,US,35.33,-89.88,628
38088,PO BOX,0,Cordova,,,TN,Shelby County,America/Chicago,901,NA,US,35.15,-89.75,1002
38101,PO BOX,0,Memphis,,,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,847
38103,STANDARD,0,Memphis,,,TN,Shelby County,America/Chicago,901,NA,US,35.15,-90.05,8450
38104,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.13,-90,16920
38105,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.15,-90.03,4690
38106,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90.09,21560
38107,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.17,-90.02,13950
38108,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.18,-89.97,16480
38109,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.04,-90.16,41370
38110,UNIQUE,1,Memphis,,"Mem, I R S, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.05,-89.94,0
38111,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.11,-89.94,36430
38112,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.15,-89.98,13730
38113,PO BOX,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,103
38114,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,22760
38115,STANDARD,0,Memphis,Hickory Hill,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.05,-89.86,40890
38116,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.03,-90.01,37200
38117,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.12,-89.91,25120
38118,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.03,-89.93,43750
38119,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.08,-89.85,20770
38120,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.12,-89.85,13360
38122,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.16,-89.92,23930
38124,PO BOX,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,254
38125,STANDARD,0,Memphis,Hickory Hill,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.03,-89.79,39210
38126,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.13,-90.04,4850
38127,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.24,-90.02,37470
38128,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.22,-89.93,38840
38130,PO BOX,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,681
38131,STANDARD,0,Memphis,,,TN,Shelby County,America/Chicago,901,NA,US,35.07,-89.99,0
38132,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.07,-89.99,67
38133,STANDARD,0,Memphis,Bartlett,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.21,-89.79,21230
38134,STANDARD,0,Memphis,Bartlett,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.17,-89.86,35700
38135,STANDARD,0,Memphis,Bartlett,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.24,-89.85,27910
38136,UNIQUE,0,Memphis,,"Mem, Memphis Networks Dist Ctr, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,0
38137,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,42
38138,STANDARD,0,Germantown,Memphis,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.08,-89.79,23780
38139,STANDARD,0,Germantown,Memphis,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.08,-89.76,16760
38141,STANDARD,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.02,-89.86,23890
38142,UNIQUE,1,Memphis,,"Mphs, Credit Card Service Center, Mem",TN,Shelby County,America/Chicago,901,NA,US,35.14,-90.04,0
38145,UNIQUE,0,Memphis,,"Mem, Memphis Light Gas And Water, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,0
38147,UNIQUE,0,Memphis,,"Mem, Mphs, Regions Bank",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,0
38148,UNIQUE,0,Memphis,,"First Tenn National Bank, Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,0
38150,UNIQUE,0,Memphis,,"Mem, Mphs, Suntrust Bank",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,0
38151,UNIQUE,0,Memphis,,"Mem, Mphs, Schering Plough Inc",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,0
38152,UNIQUE,0,Memphis,,"Mem, Mphs, University Of Memphis",TN,Shelby County,America/Chicago,901,NA,US,35.12,-89.93,140
38157,STANDARD,0,Memphis,,,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,23
38159,UNIQUE,0,Memphis,,Regions Bank,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,0
38161,UNIQUE,0,Memphis,,Us Postal Inspect Srvc,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,0
38163,UNIQUE,0,Memphis,,"Univ Of Tn, University Of Tn",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,18
38165,UNIQUE,1,Memphis,,Memphis Rcsc,TN,Shelby County,America/Chicago,901,NA,US,35.14,-90.04,0
38166,UNIQUE,0,Memphis,,Southeast Area,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,0
38167,PO BOX,0,Memphis,,,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,596
38168,PO BOX,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,614
38173,PO BOX,0,Memphis,,Mem,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,314
38174,PO BOX,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,544
38175,PO BOX,0,Memphis,,,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,1142
38177,PO BOX,0,Memphis,,,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,284
38181,PO BOX,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,1033
38182,PO BOX,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,128
38183,PO BOX,0,Germantown,,Memphis,TN,Shelby County,America/Chicago,901,NA,US,35.08,-89.79,910
38184,PO BOX,0,Memphis,Bartlett,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,857
38186,PO BOX,0,Memphis,,,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,708
38187,PO BOX,0,Memphis,,"Mem, Mphs",TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,556
38188,UNIQUE,0,Memphis,,Natl Customer Support Ctr,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,0
38190,PO BOX,0,Memphis,,,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,657
38193,UNIQUE,0,Memphis,,Sharp Electronic Manufac,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,0
38194,UNIQUE,0,Memphis,,Federal Express,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,0
38197,UNIQUE,0,Memphis,,International Paper Co,TN,Shelby County,America/Chicago,901,NA,US,35.1,-90,45
38201,STANDARD,0,Mc Kenzie,,,TN,Carroll County,,731,NA,US,36.13,-88.51,7760
38220,STANDARD,0,Atwood,,,TN,Carroll County,,731,NA,US,35.97,-88.67,1560
38221,STANDARD,0,Big Sandy,,,TN,Benton County,America/Chicago,731,NA,US,36.23,-88.08,2380
38222,STANDARD,0,Buchanan,,,TN,Henry County,America/Chicago,731,NA,US,36.42,-88.17,2150
38223,PO BOX,0,Como,,,TN,Henry County,America/Chicago,731,NA,US,36.28,-88.5,62
38224,STANDARD,0,Cottage Grove,,,TN,Henry County,America/Chicago,731,NA,US,36.37,-88.47,840
38225,STANDARD,0,Dresden,,,TN,Weakley County,America/Chicago,731,NA,US,36.27,-88.69,4940
38226,STANDARD,0,Dukedom,,,TN,Weakley County,America/Chicago,731,NA,US,36.47,-88.66,280
38227,STANDARD,1,Elbridge,,,TN,,,,NA,US,36.26,-89.32,0
38229,STANDARD,0,Gleason,,,TN,Weakley County,America/Chicago,731,NA,US,36.21,-88.61,2350
38230,STANDARD,0,Greenfield,,,TN,Weakley County,America/Chicago,731,NA,US,36.15,-88.8,2830
38231,STANDARD,0,Henry,,,TN,Henry County,America/Chicago,731,NA,US,36.2,-88.41,1470
38232,STANDARD,0,Hornbeak,,,TN,Obion County,America/Chicago,731,NA,US,36.33,-89.29,1580
38233,STANDARD,0,Kenton,,Masonhall,TN,Gibson County,,731,NA,US,36.19,-89.01,2270
38235,PO BOX,0,Mc Lemoresville,Mc Lemoresvle,Mclemoresville,TN,Carroll County,America/Chicago,731,NA,US,35.99,-88.56,304
38236,STANDARD,0,Mansfield,,,TN,Henry County,America/Chicago,731,NA,US,36.18,-88.28,580
38237,STANDARD,0,Martin,,,TN,Weakley County,America/Chicago,731,NA,US,36.34,-88.85,10940
38238,UNIQUE,0,Martin,,University Of Tn,TN,Weakley County,America/Chicago,731,NA,US,36.34,-88.85,37
38240,STANDARD,0,Obion,,,TN,Obion County,,,NA,US,36.26,-89.19,1660
38241,STANDARD,0,Palmersville,,,TN,Weakley County,America/Chicago,731,NA,US,36.41,-88.58,610
38242,STANDARD,0,Paris,,,TN,Henry County,,731,NA,US,36.3,-88.3,16510
38251,STANDARD,0,Puryear,,,TN,Henry County,America/Chicago,731,NA,US,36.44,-88.33,2340
38253,STANDARD,0,Rives,,,TN,Obion County,America/Chicago,731,NA,US,36.35,-89.04,910
38254,PO BOX,0,Samburg,,,TN,Obion County,America/Chicago,731,NA,US,36.38,-89.35,190
38255,STANDARD,0,Sharon,,,TN,Weakley County,America/Chicago,731,NA,US,36.23,-88.82,1850
38256,STANDARD,0,Springville,,,TN,Henry County,America/Chicago,731,NA,US,36.25,-88.15,2510
38257,STANDARD,0,South Fulton,,,TN,Obion County,America/Chicago,731,NA,US,36.49,-88.88,3730
38258,STANDARD,0,Trezevant,,,TN,Carroll County,America/Chicago,731,NA,US,36.01,-88.62,1180
38259,STANDARD,0,Trimble,,,TN,Dyer County,America/Chicago,731,NA,US,36.2,-89.18,710
38260,STANDARD,0,Troy,,,TN,Obion County,America/Chicago,731,NA,US,36.33,-89.16,3450
38261,STANDARD,0,Union City,,,TN,Obion County,America/Chicago,731,NA,US,36.42,-89.05,14080
38271,PO BOX,0,Woodland Mills,Woodland Mls,,TN,Obion County,America/Chicago,731,NA,US,36.47,-89.11,142
38281,PO BOX,0,Union City,,"Union Cty, Union Cy",TN,Obion County,America/Chicago,731,NA,US,36.42,-89.05,724
38301,STANDARD,0,Jackson,,,TN,Madison County,America/Chicago,731,NA,US,35.63,-88.82,26690
38302,PO BOX,0,Jackson,,,TN,Madison County,America/Chicago,731,NA,US,35.63,-88.82,792
38303,PO BOX,0,Jackson,,,TN,Madison County,America/Chicago,731,NA,US,35.63,-88.82,253
38305,STANDARD,0,Jackson,,,TN,Madison County,America/Chicago,731,NA,US,35.7,-88.77,45390
38308,PO BOX,0,Jackson,,,TN,Madison County,America/Chicago,731,NA,US,35.63,-88.82,560
38310,STANDARD,0,Adamsville,,,TN,McNairy County,,731,NA,US,35.23,-88.38,4740
38311,STANDARD,0,Bath Springs,,,TN,Decatur County,America/Chicago,931,NA,US,35.44,-88.1,660
38313,STANDARD,0,Beech Bluff,,,TN,Madison County,,,NA,US,35.6,-88.63,2830
38314,PO BOX,0,Jackson,,Bemis,TN,Madison County,America/Chicago,731,NA,US,35.63,-88.82,48
38315,STANDARD,0,Bethel Springs,Bethel Spgs,,TN,McNairy County,,731,NA,US,35.23,-88.6,2830
38316,STANDARD,0,Bradford,,,TN,Gibson County,America/Chicago,731,NA,US,36.07,-88.81,2340
38317,STANDARD,0,Bruceton,,,TN,Carroll County,America/Chicago,731,NA,US,36.03,-88.24,1930
38318,STANDARD,0,Buena Vista,,,TN,Carroll County,America/Chicago,731,NA,US,35.98,-88.28,380
38320,STANDARD,0,Camden,,,TN,Benton County,America/Chicago,731,NA,US,36.06,-88.1,8620
38321,STANDARD,0,Cedar Grove,,,TN,Carroll County,America/Chicago,731,NA,US,35.81,-88.6,2080
38324,PO BOX,0,Clarksburg,,,TN,Carroll County,America/Chicago,731,NA,US,35.87,-88.38,190
38326,STANDARD,0,Counce,,,TN,Hardin County,America/Chicago,731,NA,US,35.03,-88.29,1990
38327,STANDARD,0,Crump,,,TN,Hardin County,America/Chicago,731,NA,US,35.23,-88.32,460
38328,STANDARD,0,Darden,,,TN,Henderson County,America/Chicago,731,NA,US,35.63,-88.23,720
38329,STANDARD,0,Decaturville,,,TN,Decatur County,America/Chicago,731,NA,US,35.58,-88.11,2630
38330,STANDARD,0,Dyer,,,TN,Gibson County,America/Chicago,731,NA,US,36.07,-88.99,3270
38331,PO BOX,0,Eaton,,,TN,Gibson County,America/Chicago,731,NA,US,35.96,-89.13,16
38332,STANDARD,0,Enville,,,TN,Chester County,,,NA,US,35.38,-88.42,920
38333,STANDARD,0,Eva,,,TN,Benton County,America/Chicago,731,NA,US,36.11,-87.99,380
38334,STANDARD,0,Finger,,,TN,McNairy County,America/Chicago,731,NA,US,35.35,-88.61,1520
38336,PO BOX,0,Fruitvale,,,TN,Crockett County,America/Chicago,731,NA,US,35.72,-89.06,0
38337,STANDARD,0,Gadsden,,,TN,Crockett County,America/Chicago,731,NA,US,35.79,-89.01,1240
38338,PO BOX,0,Gibson,,,TN,Gibson County,America/Chicago,731,NA,US,35.87,-88.84,352
38339,STANDARD,0,Guys,,,TN,McNairy County,America/Chicago,731,NA,US,35.05,-88.52,570
38340,STANDARD,0,Henderson,,,TN,Chester County,America/Chicago,731,NA,US,35.44,-88.64,10120
38341,STANDARD,0,Holladay,,,TN,Benton County,,,NA,US,35.89,-88.07,1670
38342,STANDARD,0,Hollow Rock,,,TN,Carroll County,America/Chicago,731,NA,US,36.03,-88.27,1150
38343,STANDARD,0,Humboldt,Three Way,,TN,Gibson County,,731,NA,US,35.82,-88.9,13340
38344,STANDARD,0,Huntingdon,,Leach,TN,Carroll County,America/Chicago,731,NA,US,36,-88.41,7290
38345,STANDARD,0,Huron,,,TN,Henderson County,America/Chicago,731,NA,US,35.58,-88.5,1660
38346,PO BOX,0,Idlewild,,,TN,Gibson County,America/Chicago,731,NA,US,35.98,-88.77,67
38347,STANDARD,0,Jacks Creek,,,TN,Chester County,America/Chicago,731,NA,US,35.48,-88.5,340
38348,STANDARD,0,Lavinia,,,TN,Carroll County,America/Chicago,731,NA,US,35.86,-88.64,790
38351,STANDARD,0,Lexington,,,TN,Henderson County,America/Chicago,731,NA,US,35.65,-88.39,15410
38352,STANDARD,0,Luray,,,TN,Chester County,America/Chicago,731,NA,US,35.53,-88.53,480
38355,STANDARD,0,Medina,,,TN,Gibson County,,731,NA,US,35.8,-88.77,6590
38356,STANDARD,0,Medon,,,TN,Madison County,,,NA,US,35.45,-88.86,1970
38357,STANDARD,0,Michie,,,TN,McNairy County,,731,NA,US,35.06,-88.42,2280
38358,STANDARD,0,Milan,,Milan Army Ammunition Plant,TN,Gibson County,America/Chicago,731,NA,US,35.91,-88.75,10250
38359,STANDARD,0,Milledgeville,,,TN,McNairy County,America/Chicago,731,NA,US,35.37,-88.36,230
38361,STANDARD,0,Morris Chapel,,,TN,Hardin County,America/Chicago,731,NA,US,35.31,-88.35,830
38362,STANDARD,0,Oakfield,,,TN,Madison County,America/Chicago,731,NA,US,35.73,-88.78,1240
38363,STANDARD,0,Parsons,,,TN,Decatur County,America/Chicago,731,NA,US,35.65,-88.12,4620
38365,PO BOX,0,Pickwick Dam,,,TN,Hardin County,America/Chicago,731,NA,US,35.05,-88.23,245
38366,STANDARD,0,Pinson,,,TN,Madison County,America/Chicago,731,NA,US,35.47,-88.73,2160
38367,STANDARD,0,Ramer,Eastview,,TN,McNairy County,America/Chicago,731,NA,US,35.07,-88.61,2280
38368,STANDARD,0,Reagan,,,TN,Henderson County,,,NA,US,35.51,-88.35,1590
38369,STANDARD,0,Rutherford,,,TN,Gibson County,America/Chicago,731,NA,US,36.12,-88.99,1560
38370,STANDARD,0,Saltillo,,,TN,Hardin County,America/Chicago,731,NA,US,35.37,-88.21,510
38371,STANDARD,0,Sardis,,,TN,Henderson County,,731,NA,US,35.44,-88.29,1030
38372,STANDARD,0,Savannah,,,TN,Hardin County,,731,NA,US,35.22,-88.23,14290
38374,STANDARD,0,Scotts Hill,,,TN,Henderson County,,731,NA,US,35.51,-88.23,1620
38375,STANDARD,0,Selmer,,Lawton,TN,McNairy County,America/Chicago,731,NA,US,35.17,-88.59,7560
38376,STANDARD,0,Shiloh,,,TN,Hardin County,America/Chicago,731,NA,US,35.11,-88.36,250
38377,PO BOX,0,Silerton,,,TN,Hardeman County,America/Chicago,731,NA,US,35.34,-88.8,0
38378,PO BOX,0,Spring Creek,,,TN,Madison County,America/Chicago,731,NA,US,35.76,-88.68,107
38379,STANDARD,0,Stantonville,,,TN,McNairy County,America/Chicago,731,NA,US,35.15,-88.42,1080
38380,STANDARD,0,Sugar Tree,,,TN,Decatur County,America/Chicago,,NA,US,35.79,-88.02,390
38381,STANDARD,0,Toone,,,TN,Hardeman County,America/Chicago,731,NA,US,35.35,-88.95,1280
38382,STANDARD,0,Trenton,,,TN,Gibson County,America/Chicago,731,NA,US,35.97,-88.93,7770
38387,STANDARD,0,Westport,,,TN,Carroll County,America/Chicago,731,NA,US,35.88,-88.29,340
38388,STANDARD,0,Wildersville,"Parker Crossroads, Parker Xroads",,TN,Henderson County,America/Chicago,731,NA,US,35.78,-88.36,1410
38389,PO BOX,0,Yorkville,,,TN,Gibson County,America/Chicago,731,NA,US,36.09,-89.11,163
38390,STANDARD,0,Yuma,,,TN,Carroll County,America/Chicago,731,NA,US,35.86,-88.37,780
38391,STANDARD,0,Denmark,,,TN,Madison County,America/Chicago,731,NA,US,35.54,-88.97,1070
38392,STANDARD,0,Mercer,,,TN,Madison County,America/Chicago,731,NA,US,35.48,-89.03,650
38393,PO BOX,0,Chewalla,,,TN,McNairy County,America/Chicago,731,NA,US,35.02,-88.67,0
38401,STANDARD,0,Columbia,,,TN,Maury County,America/Chicago,"615,931",NA,US,35.62,-87.04,50120
38402,PO BOX,0,Columbia,,,TN,Maury County,America/Chicago,931,NA,US,35.62,-87.04,1092
38425,STANDARD,0,Clifton,,,TN,Wayne County,America/Chicago,931,NA,US,35.38,-87.99,1450
38449,STANDARD,0,Ardmore,,Dellrose,TN,Giles County,America/Chicago,931,NA,US,35.04,-86.82,2580
38450,STANDARD,0,Collinwood,,,TN,Wayne County,America/Chicago,931,NA,US,35.17,-87.74,2090
38451,STANDARD,0,Culleoka,,,TN,Maury County,America/Chicago,931,NA,US,35.46,-86.99,4430
38452,STANDARD,0,Cypress Inn,,,TN,Wayne County,America/Chicago,931,NA,US,35.05,-87.79,800
38453,STANDARD,0,Dellrose,,Ardmore,TN,Lincoln County,America/Chicago,931,NA,US,35.11,-86.8,370
38454,STANDARD,0,Duck River,,,TN,Hickman County,America/Chicago,931,NA,US,35.71,-87.35,860
38455,PO BOX,0,Elkton,,,TN,Giles County,America/Chicago,931,NA,US,35.04,-86.89,428
38456,STANDARD,0,Ethridge,,,TN,Lawrence County,America/Chicago,931,NA,US,35.32,-87.3,2820
38457,STANDARD,0,Five Points,,,TN,Lawrence County,America/Chicago,931,NA,US,35.03,-87.28,640
38459,STANDARD,0,Frankewing,,,TN,Lincoln County,America/Chicago,931,NA,US,35.19,-86.8,340
38460,STANDARD,0,Goodspring,,,TN,Giles County,America/Chicago,931,NA,US,35.12,-87.14,1170
38461,STANDARD,0,Hampshire,,,TN,Maury County,,931,NA,US,35.58,-87.35,1250
38462,STANDARD,0,Hohenwald,Kimmins,,TN,Lewis County,America/Chicago,931,NA,US,35.55,-87.55,8280
38463,STANDARD,0,Iron City,,,TN,Wayne County,,,NA,US,35.02,-87.58,2170
38464,STANDARD,0,Lawrenceburg,,,TN,Lawrence County,,931,NA,US,35.24,-87.33,18340
38468,STANDARD,0,Leoma,,,TN,Lawrence County,,931,NA,US,35.12,-87.3,4290
38469,STANDARD,0,Loretto,,,TN,Lawrence County,America/Chicago,931,NA,US,35.08,-87.43,3440
38471,STANDARD,0,Lutts,,,TN,Wayne County,America/Chicago,931,NA,US,35.11,-87.9,410
38472,STANDARD,0,Lynnville,,,TN,Giles County,America/Chicago,931,NA,US,35.37,-87,2260
38473,STANDARD,0,Minor Hill,,,TN,Giles County,America/Chicago,931,NA,US,35.03,-87.17,850
38474,STANDARD,0,Mount Pleasant,Mt Pleasant,,TN,Maury County,America/Chicago,931,NA,US,35.55,-87.19,6620
38475,STANDARD,0,Olivehill,,,TN,Hardin County,America/Chicago,931,NA,US,35.26,-88.04,540
38476,STANDARD,0,Primm Springs,,,TN,Williamson County,,615,NA,US,35.8,-87.25,1020
38477,STANDARD,0,Prospect,,,TN,Giles County,America/Chicago,931,NA,US,35.05,-87,2130
38478,STANDARD,0,Pulaski,,,TN,Giles County,America/Chicago,931,NA,US,35.19,-87.03,14530
38481,STANDARD,0,Saint Joseph,,St Joseph,TN,Lawrence County,America/Chicago,931,NA,US,35.03,-87.49,800
38482,STANDARD,0,Santa Fe,,,TN,Maury County,America/Chicago,931,NA,US,35.75,-87.16,1590
38483,STANDARD,0,Summertown,,,TN,Lawrence County,,931,NA,US,35.43,-87.33,4740
38485,STANDARD,0,Waynesboro,,,TN,Wayne County,America/Chicago,931,NA,US,35.32,-87.75,4980
38486,STANDARD,0,Westpoint,,,TN,Lawrence County,,,NA,US,35.15,-87.53,850
38487,STANDARD,0,Williamsport,,,TN,Maury County,America/Chicago,931,NA,US,35.72,-87.23,1060
38488,STANDARD,0,Taft,,,TN,Lincoln County,America/Chicago,931,NA,US,35.05,-86.68,2080
38501,STANDARD,0,Cookeville,Algood,,TN,Putnam County,America/Chicago,931,NA,US,36.15,-85.5,28850
38502,PO BOX,0,Cookeville,,,TN,Putnam County,America/Chicago,931,NA,US,36.15,-85.5,1019
38503,PO BOX,0,Cookeville,,,TN,Putnam County,America/Chicago,931,NA,US,36.15,-85.5,1395
38504,STANDARD,0,Allardt,,,TN,Fentress County,America/Chicago,931,NA,US,36.38,-84.88,1080
38505,UNIQUE,0,Cookeville,,Tennessee Tech Univ,TN,Putnam County,America/Chicago,931,NA,US,36.18,-85.51,71
